c alpha coal mu x0 hom homLow homHigh
10 2 1 0.001 0 0.00156334 0.00155432 0.00157336
10 2 1 0.01 0 0.000990101 0.00098292 0.000997325
10 2 1 0.1 0 0.000431128 0.000427069 0.000435535
10 2 1 0.001 46 0.00102693 0.00101977 0.00103388
10 2 1 0.01 46 0.000502513 0.000497875 0.000507195
10 2 1 0.1 46 0.000115872 0.00011391 0.000117524
10 2 1 0.001 15.4 0.00143726 0.00142871 0.0014462
10 2 1 0.01 15.4 0.000886615 0.0008801 0.000893264
10 2 1 0.1 15.4 0.000358003 0.00035378 0.000361681
10 2 1 0.001 18.5 0.00139771 0.00138926 0.00140614
10 2 1 0.01 18.5 0.000844524 0.000837936 0.000850857
10 2 1 0.1 18.5 0.000329245 0.000325624 0.000332749
10 2 1 0.001 22.2 0.00134247 0.00133315 0.00135185
10 2 1 0.01 22.2 0.000794126 0.000787689 0.000800013
10 2 1 0.1 22.2 0.000292402 0.000289036 0.000295802
10 2 1 0.001 26.2 0.00127782 0.00126963 0.00128593
10 2 1 0.01 26.2 0.000729538 0.000723281 0.000735638
10 2 1 0.1 26.2 0.000253672 0.000250858 0.00025685
10 2 1 0.001 31.9 0.00119505 0.00118692 0.00120314
10 2 1 0.01 31.9 0.000658659 0.000652524 0.000664054
10 2 1 0.1 31.9 0.00020646 0.000203861 0.000209517
10 2 1 0.001 38.4 0.00111972 0.00111166 0.00112687
10 2 1 0.01 38.4 0.000581531 0.000575766 0.000586605
10 2 1 0.1 38.4 0.000156359 0.000154134 0.000158671
10 2 1 0.001 55.2 0.000925854 0.000918501 0.00093253
10 2 1 0.01 55.2 0.000421475 0.000416935 0.000425815
10 2 1 0.1 55.2 7.86194e-05 7.71644e-05 8.0007e-05
10 2 1 0.001 66.2 0.000845598 0.000839176 0.000852381
10 2 1 0.01 66.2 0.000352118 0.000348458 0.000356003
10 2 1 0.1 66.2 5.0864e-05 4.9813e-05 5.19564e-05
10 2 1 0.001 79.5 0.000756713 0.000750235 0.000763021
10 2 1 0.01 79.5 0.000282325 0.000279055 0.000285622
10 2 1 0.1 79.5 3.01613e-05 2.94054e-05 3.09324e-05
10 2 1 0.001 95.4 0.000671156 0.000665454 0.00067728
