0 -8.28263898989577 -8.31352200194185 -8.25208270128072
0.993251773010283 -8.32783395727063 -8.35985616481645 -8.29689368055376
2.00012773496011 -8.31520382033454 -8.34663640223737 -8.28530399498746
3.00022217882684 -8.35593780985905 -8.38781980633621 -8.32546600654819
4.00003388275086 -8.31661431835145 -8.34813841716018 -8.28596242991941
4.99997871390773 -8.38037034656855 -8.41234680790169 -8.34854806543853
6.00000299062804 -8.68069495668007 -8.71652256463119 -8.646914707987
6.9999971198819 -9.74552699665511 -9.7961194534232 -9.69642622979199
8.00000067527204 -11.496412556596 -11.5980792955407 -11.4033896779019
8.99999951529857 -13.8463285927064 -14.1812767019148 -13.5938080444465
9.99997885272489 -15.9728098627152 -17.440435411389 -15.4435198559838
10.9999976331124 -19.9045173741354 -23.3702289349578 -19.2284848515419
12.0000012815651 -32.654402801214 -35.1412386210036 -32.0037312839651
