1.25 0.01 0.001 0 0.000136289 0.000134105 0.000138451	0.00018896174551654755
1.25 0.01 0.01 0 6.71532e-05 6.5711e-05 6.85759e-05	0.00011923511601395743
1.25 0.01 0.1 0 2.3681e-05 2.29059e-05 2.44351e-05	0.00007523558262751337
1.25 0.01 1 0 1.82618e-06 1.72822e-06 1.92073e-06	0.000047471761561781946
1.25 0.1 0.001 0 0.00136122 0.00133987 0.00138299	0.001886409322380634
1.25 0.1 0.01 0 0.00067109 0.000656698 0.000685374	0.001191073000592913
1.25 0.1 0.1 0 0.000236779 0.00022927 0.000244352	0.000751846735630318
1.25 0.1 1 0 1.82618e-05 1.73188e-05 1.92467e-05	0.0004745148811021806
1.25 1 0.001 0 0.0135079 0.0132958 0.0137158	0.01854917125756204
1.25 1 0.01 0 0.00668304 0.00654147 0.00682596	0.01178440522391685
1.25 1 0.1 0 0.00236584 0.00229079 0.00244268	0.0074679346755338735
1.25 1 1 0 0.000182617 0.000172982 0.000192335	0.004724970192997731
1.45 0.01 0.001 0 0.00019105 0.000188586 0.000193562	0.00022922499659026787
1.45 0.01 0.01 0 8.10152e-05 7.94874e-05 8.25707e-05	0.00011219357378132555
1.45 0.01 0.1 0 2.47777e-05 2.40165e-05 2.55408e-05	0.000054909568872242273
1.45 0.01 1 0 1.76195e-06 1.66946e-06 1.85395e-06	0.000026872952459001178
1.45 0.1 0.001 0 0.00190766 0.0018831 0.00193167	0.0022875307328826724
1.45 0.1 0.01 0 0.000809667 0.000794161 0.00082481	0.0011208040147419544
1.45 0.1 0.1 0 0.000247744 0.000240129 0.000255431	0.0005488244672884546
1.45 0.1 1 0 1.76195e-05 1.66696e-05 1.85371e-05	0.0002686645463037896
1.45 1 0.001 0 0.0189 0.01866 0.0191464	0.022413855871490782
1.45 1 0.01 0 0.00806622 0.00791334 0.00821944	0.011096111055052812
1.45 1 0.1 0 0.00247536 0.00239912 0.00255177	0.0054612691696000245
1.45 1 1 0 0.000176195 0.000167123 0.000185694	0.002680164875515199
1.65 0.01 0.001 0 0.000266129 0.000263292 0.000268942	0.0002966709042700698
1.65 0.01 0.01 0 9.73909e-05 9.57075e-05 9.90033e-05	0.00011978774700054623
1.65 0.01 0.1 0 2.60744e-05 2.53092e-05 2.68569e-05	0.00004836197458093895
1.65 0.01 1 0 1.70239e-06 1.61103e-06 1.79505e-06	0.00001952437568994545
1.65 0.1 0.001 0 0.00265581 0.00262691 0.00268424	0.0029588089100664925
1.65 0.1 0.01 0 0.00097312 0.000956321 0.000989567	0.0011965874413822316
1.65 0.1 0.1 0 0.000260718 0.00025308 0.000268771	0.0004834093381382804
1.65 0.1 1 0 1.70239e-05 1.60964e-05 1.79093e-05	0.0001952094548148482
1.65 1 0.001 0 0.0262213 0.025942 0.0264985	0.028820616820096692
1.65 1 0.01 0 0.00968225 0.00952189 0.00984674	0.011838383464997961
1.65 1 0.1 0 0.00260556 0.00252907 0.00268147	0.004813152873976299
1.65 1 1 0 0.000170239 0.000161138 0.00017969	0.0019486709571919791
1.85 0.01 0.001 0 0.000345747 0.000342537 0.000348986	0.000378766539537993
1.85 0.01 0.01 0 0.000114147 0.000112406 0.000115885	0.0001315284033916349
1.85 0.01 0.1 0 2.78619e-05 2.7052e-05 2.86392e-05	0.000045666463576363385
1.85 0.01 1 0 1.72609e-06 1.63459e-06 1.819e-06	0.000015854438645070422
1.85 0.1 0.001 0 0.0034481 0.00341561 0.0034795	0.003774797492526621
1.85 0.1 0.01 0 0.00114038 0.00112296 0.00115849	0.0013137288999340692
1.85 0.1 0.1 0 0.00027857 0.000270758 0.000286469	0.0004564770245409021
1.85 0.1 1 0 1.72608e-05 1.6359e-05 1.81859e-05	0.00015852176698804665
1.85 1 0.001 0 0.0338968 0.0335811 0.0342094	0.03650769260667957
1.85 1 0.01 0 0.0113352 0.0111629 0.0115055	0.012983774560507384
1.85 1 0.1 0 0.00278257 0.00270481 0.00286182	0.004546093560054815
1.85 1 1 0 0.000172608 0.000163386 0.000181842	0.0015829592683778264
