0 -4.32554044672714 -4.34160664094512 -4.30982504995106
0.993251773010283 -4.34781073241152 -4.36359749920551 -4.33201816532064
2.00012773496011 -4.31705570703748 -4.33278704770049 -4.30170089013598
3.00022217882684 -4.34002517599502 -4.35585998705591 -4.32378791568484
4.00003388275086 -4.33071774040801 -4.34665176885868 -4.31464465998475
4.99997871390773 -4.33637281225786 -4.35258434407392 -4.32059292848979
6.00000299062804 -4.40665544929939 -4.4227569667286 -4.39053472605457
6.9999971198819 -4.57599009622577 -4.59346891368045 -4.5587351739659
8.00000067527204 -4.8673196735218 -4.88681319700125 -4.84834171498797
8.99999951529857 -5.20870155072218 -5.23037651490663 -5.18709625776385
9.99997885272489 -5.87187336934845 -5.90001636066355 -5.84491180147551
10.9999976331124 -7.13687791947834 -7.1577960900864 -7.11588337855639
12.0000012815651 -9.16484133190496 -9.21890595203943 -9.11145477342426
