c alpha coal T x0 cdf cdfLow cdfHigh
1 0.75 1e-05 2980.96 0 1.24138e-05 1.21858e-05 1.26458e-05
1 0.75 1e-05 4914.77 0 1.25438e-05 1.23078e-05 1.27758e-05
1 0.75 1e-05 8103.08 0 1.26198e-05 1.23858e-05 1.28538e-05
1 0.75 1e-05 13359.7 0 1.26978e-05 1.24658e-05 1.29318e-05
1 0.75 1e-05 22026.5 0 1.28258e-05 1.25898e-05 1.30658e-05
1 0.75 1e-05 36315.5 0 1.28898e-05 1.26538e-05 1.31238e-05
1 0.75 1e-05 59874.1 0 1.29458e-05 1.27018e-05 1.31858e-05
1 0.75 1e-05 98715.8 0 1.30098e-05 1.27758e-05 1.32558e-05
1 0.75 1e-05 162755 0 1.30498e-05 1.28078e-05 1.32818e-05
1 0.75 1e-05 268337 0 1.30638e-05 1.28238e-05 1.33078e-05
1 0.75 1e-05 442413 0 1.30818e-05 1.28398e-05 1.33218e-05
1 0.75 1e-05 729416 0 1.31058e-05 1.28638e-05 1.33498e-05
1 0.75 1e-05 1.2026e+06 0 1.31278e-05 1.28878e-05 1.33718e-05
