0 -5.98161323105761 -6.01277398907941 -5.9513096550511
0.993251773010283 -6.02589865435932 -6.05807454560743 -5.99509914426113
2.00012773496011 -6.01364062882002 -6.04445190719383 -5.98267132108604
3.00022217882684 -6.0541189775929 -6.08530500747923 -6.0227653457446
4.00003388275086 -6.01526555729393 -6.04645308154582 -5.98396474109218
4.99997871390773 -6.07842210736394 -6.11062653307949 -6.04786560075875
6.00000299062804 -6.37967143865988 -6.41570888636085 -6.34478512323414
6.9999971198819 -7.44328864045288 -7.49423879335386 -7.39364929432929
8.00000067527204 -9.19406356091451 -9.29900766469235 -9.0997475686407
8.99999951529857 -11.5437434997123 -11.8797185681302 -11.2987580791624
9.99997885272489 -13.6702247697212 -15.1295772850873 -13.1399826898679
10.9999976331124 -17.6019322811413 -21.0667481870992 -16.92566203122
12.0000012815651 -30.3518177082199 -32.8386535280096 -29.701146190971
